,date,lat,lng,thunder,snow,minhumidity,coolingdegreedays,maxdewptm,heatingdegreedays,meanpressurem,rain,minwspdm,fog,humidity,gdegreedays,mindewptm,minpressurem,maxtempm,meanwindspdm,maxpressurem,hail,meandewptm,maxwspdm,precipm,meantempm,meanwdird,maxhumidity,mintempm
3563,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,44.0,0.0,5.0,16.0,1022.52,1.0,0.0,0.0,67.0,0.0,2.0,1021.0,15.0,4.0,1024.0,0.0,3.0,18.0,0.0,10.0,249.0,93.0,4.0
3564,5,0.8540526287793677,-1.0081458091832247,0.0,1.0,40.0,0.0,-3.0,25.0,1016.48,0.0,0.0,0.0,61.0,0.0,-6.0,1013.0,9.0,13.0,1018.0,0.0,-4.0,18.0,0.0,4.0,61.0,80.0,-1.0
3565,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,26.0,0.0,0.0,24.0,1013.25,1.0,0.0,0.0,56.0,0.0,-9.0,1005.0,13.0,9.0,1017.0,0.0,-3.0,22.0,0.0,6.0,236.0,80.0,-2.0
3566,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,65.0,0.0,3.0,27.0,1003.67,1.0,0.0,0.0,78.0,0.0,-3.0,1000.0,7.0,12.0,1011.0,0.0,1.0,20.0,0.0,4.0,253.0,87.0,0.0
3567,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,36.0,0.0,0.0,18.0,1020.87,0.0,0.0,0.0,51.0,0.0,-7.0,1020.0,14.0,16.0,1023.0,0.0,-2.0,24.0,0.0,8.0,251.0,70.0,2.0
3568,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,24.0,0.0,1.0,16.0,1023.01,0.0,0.0,0.0,48.0,0.0,-4.0,1021.0,19.0,9.0,1025.0,0.0,-2.0,18.0,0.0,10.0,241.0,75.0,1.0
3569,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,76.0,0.0,7.0,19.0,1014.3,1.0,9.0,0.0,84.0,0.0,3.0,1012.0,10.0,15.0,1017.0,0.0,5.0,28.0,0.0,8.0,47.0,87.0,6.0
3570,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,71.0,0.0,4.0,20.0,1014.3,1.0,18.0,0.0,80.0,0.0,1.0,1012.0,9.0,18.0,1017.0,0.0,3.0,28.0,0.0,7.0,46.0,87.0,4.0
3571,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,58.0,0.0,6.0,16.0,1023.34,0.0,9.0,0.0,71.0,0.0,2.0,1021.0,14.0,14.0,1025.0,0.0,4.0,30.0,0.0,10.0,60.0,87.0,5.0
3572,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,66.0,0.0,2.0,22.0,1022.44,1.0,18.0,0.0,75.0,0.0,0.0,1020.0,8.0,19.0,1024.0,0.0,1.0,30.0,0.0,6.0,48.0,81.0,4.0
3573,5,0.8540526287793677,-1.0081458091832247,0.0,1.0,46.0,0.0,0.0,26.0,1015.81,1.0,0.0,0.0,66.0,0.0,-5.0,1012.0,8.0,11.0,1022.0,0.0,-2.0,28.0,0.0,4.0,24.0,81.0,0.0
3574,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,30.0,0.0,-1.0,26.0,1020.73,0.0,0.0,0.0,53.0,0.0,-7.0,1018.0,12.0,10.0,1024.0,0.0,-4.0,28.0,0.0,4.0,250.0,80.0,-3.0
3575,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,44.0,0.0,0.0,24.0,1010.27,0.0,0.0,0.0,62.0,0.0,-4.0,1008.0,11.0,13.0,1014.0,0.0,-2.0,26.0,0.0,5.0,221.0,81.0,-1.0
3576,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,46.0,0.0,-2.0,27.0,1019.76,0.0,0.0,0.0,65.0,0.0,-4.0,1007.0,8.0,7.0,1026.0,0.0,-3.0,26.0,0.0,4.0,260.0,86.0,-1.0
3577,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,61.0,0.0,5.0,24.0,1009.8,1.0,0.0,0.0,75.0,0.0,-3.0,1007.0,9.0,14.0,1016.0,0.0,2.0,28.0,0.0,6.0,216.0,87.0,2.0
3578,4,0.8540526287793677,-1.0081458091832247,0.0,1.0,75.0,0.0,1.0,28.0,996.4,1.0,0.0,0.0,80.0,0.0,-3.0,995.0,5.0,14.0,1000.0,0.0,-1.0,28.0,0.0,2.0,7.0,87.0,0.0
3579,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,56.0,0.0,1.0,26.0,1011.83,1.0,9.0,0.0,70.0,0.0,-4.0,1008.0,7.0,14.0,1014.0,0.0,-1.0,28.0,0.0,4.0,249.0,81.0,0.0
3580,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,38.0,0.0,1.0,19.0,1001.51,0.0,0.0,0.0,59.0,0.0,-1.0,1000.0,13.0,13.0,1002.0,0.0,0.0,20.0,0.0,8.0,245.0,81.0,3.0
3581,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,54.0,0.0,3.0,23.0,1016.18,0.0,0.0,0.0,71.0,0.0,-2.0,1010.0,11.0,16.0,1019.0,0.0,1.0,28.0,0.0,6.0,242.0,81.0,1.0
3582,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,31.0,0.0,3.0,14.0,1019.56,1.0,6.0,0.0,52.0,0.0,-3.0,1014.0,17.0,14.0,1022.0,0.0,0.0,30.0,0.0,10.0,214.0,75.0,4.0
3583,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,70.0,0.0,2.0,26.0,1008.27,1.0,18.0,1.0,80.0,0.0,-1.0,1004.0,6.0,23.0,1011.0,0.0,0.0,37.0,0.0,4.0,40.0,87.0,2.0
3584,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,40.0,0.0,-2.0,27.0,1028.68,0.0,0.0,0.0,59.0,0.0,-6.0,1026.0,10.0,10.0,1031.0,0.0,-4.0,32.0,0.0,4.0,238.0,86.0,-3.0
3585,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,34.0,0.0,3.0,19.0,1022.35,0.0,0.0,0.0,60.0,0.0,-4.0,1021.0,17.0,4.0,1024.0,0.0,0.0,18.0,0.0,8.0,173.0,87.0,-1.0
3586,5,0.8540526287793677,-1.0081458091832247,0.0,1.0,55.0,0.0,-1.0,34.0,1003.26,0.0,18.0,0.0,75.0,0.0,-8.0,999.0,2.0,24.0,1005.0,0.0,-4.0,46.0,0.0,0.0,246.0,93.0,-2.0
3587,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,46.0,0.0,1.0,24.0,1015.63,1.0,0.0,0.0,68.0,0.0,-3.0,1008.0,8.0,13.0,1021.0,0.0,-1.0,20.0,0.0,5.0,262.0,93.0,0.0
3588,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,35.0,0.0,2.0,18.0,1026.72,0.0,0.0,0.0,58.0,0.0,-3.0,1025.0,14.0,6.0,1028.0,0.0,0.0,15.0,0.0,8.0,125.0,75.0,1.0
3589,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,30.0,0.0,6.0,20.0,1008.04,1.0,0.0,0.0,63.0,0.0,-2.0,1004.0,13.0,14.0,1013.0,0.0,2.0,37.0,0.2,8.0,227.0,76.0,2.0
3590,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,27.0,0.0,5.0,12.0,1016.75,0.0,4.0,0.0,61.0,2.0,-2.0,1012.0,17.0,6.0,1023.0,0.0,1.0,11.0,0.0,11.0,-1.0,85.0,0.0
3591,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,22.0,0.0,1.0,16.0,1016.5,0.0,2.0,0.0,65.0,0.0,1.0,1015.0,18.0,8.0,1018.0,0.0,1.0,22.0,0.0,10.0,-1.0,88.0,2.0
3592,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,73.0,0.0,4.0,25.0,1015.0,0.0,7.0,0.0,84.0,0.0,0.0,1014.0,6.0,9.0,1016.0,0.0,2.0,22.0,0.0,4.0,-1.0,91.0,1.0
3596,1,0.846996766819785,-0.9796683189759842,0.0,0.0,76.0,0.0,-3.0,46.0,999.25,0.0,4.0,0.0,88.0,0.0,-11.0,996.0,-2.0,6.0,1004.0,0.0,-7.0,9.0,0.0,-6.0,-1.0,96.0,-11.0
3599,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,36.0,0.0,-2.0,26.0,1017.18,0.0,0.0,0.0,61.0,0.0,-6.0,1013.0,13.0,5.0,1020.0,0.0,-4.0,22.0,0.0,4.0,220.0,93.0,-5.0
3600,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,67.0,0.0,9.0,19.0,1013.84,0.0,0.0,0.0,83.0,0.0,0.0,1012.0,15.0,11.0,1016.0,0.0,4.0,18.0,0.0,8.0,49.0,100.0,1.0
3601,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,47.0,0.0,5.0,19.0,1011.88,1.0,0.0,0.0,61.0,0.0,-2.0,1004.0,12.0,13.0,1020.0,0.0,1.0,22.0,0.0,8.0,288.0,76.0,4.0
3602,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,40.0,0.0,3.0,22.0,1003.99,0.0,18.0,0.0,49.0,0.0,-5.0,1002.0,8.0,22.0,1004.0,0.0,-4.0,37.0,0.0,6.0,238.0,76.0,5.0
3603,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,68.0,0.0,13.0,14.0,1008.96,1.0,0.0,1.0,84.0,0.0,4.0,1005.0,16.0,4.0,1012.0,0.0,10.0,18.0,0.0,10.0,196.0,100.0,5.0
3604,4,0.8540526287793677,-1.0081458091832247,0.0,1.0,64.0,0.0,5.0,30.0,1002.21,1.0,6.0,0.0,80.0,0.0,-8.0,989.0,6.0,15.0,1014.0,0.0,-1.0,37.0,0.0,2.0,21.0,93.0,-2.0
3605,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,26.0,0.0,-4.0,30.0,1025.54,0.0,0.0,0.0,49.0,0.0,-10.0,1023.0,10.0,7.0,1027.0,0.0,-7.0,20.0,0.0,2.0,243.0,80.0,-6.0
3606,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,61.0,0.0,3.0,27.0,1007.51,1.0,9.0,0.0,80.0,0.0,-2.0,1001.0,5.0,16.0,1017.0,0.0,0.0,26.0,0.0,4.0,52.0,87.0,2.0
3607,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,50.0,0.0,2.0,20.0,1005.68,1.0,0.0,0.0,65.0,0.0,0.0,1002.0,11.0,5.0,1010.0,0.0,1.0,18.0,0.0,8.0,276.0,81.0,4.0
3608,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,51.0,0.0,5.0,24.0,1014.23,1.0,0.0,1.0,73.0,0.0,-5.0,1012.0,12.0,6.0,1018.0,0.0,1.0,20.0,0.0,5.0,61.0,87.0,-2.0
3609,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,29.0,0.0,3.0,24.0,1023.9,1.0,0.0,1.0,57.0,0.0,-7.0,1022.0,15.0,2.0,1026.0,0.0,-3.0,11.0,0.0,6.0,168.0,80.0,-4.0
3610,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,44.0,0.0,6.0,16.0,1014.52,0.0,0.0,0.0,65.0,0.0,0.0,1009.0,13.0,10.0,1020.0,0.0,3.0,22.0,0.0,10.0,309.0,82.0,6.0
3611,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,33.0,0.0,7.0,12.0,1015.69,1.0,0.0,0.0,55.0,2.0,-1.0,1010.0,20.0,11.0,1019.0,0.0,3.0,28.0,0.0,12.0,242.0,81.0,3.0
3612,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,40.0,8.0,16.0,0.0,1011.13,0.0,0.0,0.0,63.0,24.0,14.0,1010.0,31.0,8.0,1013.0,0.0,15.0,18.0,0.0,24.0,223.0,88.0,16.0
3613,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,40.0,0.0,5.0,12.0,1024.59,0.0,0.0,0.0,63.0,2.0,2.0,1023.0,19.0,4.0,1026.0,0.0,4.0,18.0,0.0,12.0,125.0,93.0,4.0
3614,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,33.0,0.0,4.0,24.0,1025.56,1.0,0.0,0.0,64.0,0.0,-5.0,1017.0,13.0,7.0,1031.0,0.0,-1.0,28.0,0.0,6.0,192.0,93.0,-2.0
3615,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,32.0,0.0,-1.0,24.0,1025.44,0.0,7.0,0.0,58.0,0.0,-5.0,1024.0,11.0,14.0,1027.0,0.0,-3.0,28.0,0.0,5.0,80.0,75.0,-1.0
3616,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,50.0,0.0,16.0,0.0,1009.3,0.0,0.0,0.0,70.0,15.0,10.0,1006.0,25.0,12.0,1012.0,0.0,13.0,28.0,0.0,18.0,207.0,94.0,12.0
3617,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,29.0,0.0,3.0,18.0,1022.0,0.0,4.0,0.0,60.0,0.0,0.0,1021.0,17.0,7.0,1023.0,0.0,2.0,18.0,0.0,8.0,-1.0,90.0,0.0
3618,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,21.0,0.0,5.0,25.0,1015.0,0.0,9.0,0.0,54.0,0.0,-7.0,1005.0,11.0,10.0,1022.0,0.0,-2.0,18.0,0.0,5.0,-1.0,84.0,-1.0
3619,7,0.8540526287793677,-1.0081458091832247,0.0,0.0,36.0,0.0,12.0,3.0,1020.75,0.0,4.0,0.0,59.0,12.0,9.0,1020.0,24.0,6.0,1021.0,0.0,10.0,13.0,0.0,16.0,-1.0,87.0,9.0
3620,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,58.0,0.0,4.0,18.0,1009.25,0.0,9.0,0.0,73.0,0.0,3.0,1008.0,11.0,10.0,1010.0,0.0,4.0,22.0,0.0,8.0,-1.0,86.0,5.0
3621,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,58.0,0.0,10.0,16.0,1020.0,0.0,6.0,0.0,75.0,0.0,2.0,1020.0,15.0,9.0,1020.0,0.0,6.0,15.0,0.0,10.0,-1.0,82.0,4.0
3626,8,0.8317645803059296,-0.9204273063072416,0.0,0.0,74.0,0.0,12.0,10.0,1015.25,1.0,6.0,0.0,90.0,5.0,10.0,1014.0,15.0,12.0,1016.0,0.0,11.0,20.0,2.0,13.0,92.0,100.0,11.0
3628,8,0.8333458486082366,-0.9205166671649435,0.0,0.0,47.0,7.0,20.0,0.0,1015.83,1.0,17.0,0.0,74.0,22.0,11.0,1014.0,27.0,26.0,1018.0,0.0,16.0,41.0,20.0,22.0,236.0,100.0,16.0
3629,7,0.8333458486082366,-0.9205166671649435,0.0,0.0,22.0,4.0,13.0,0.0,1027.45,0.0,15.0,0.0,54.0,20.0,9.0,1024.0,28.0,18.0,1030.0,0.0,11.0,26.0,0.0,21.0,263.0,82.0,14.0
3631,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,67.0,0.0,8.0,18.0,1014.23,1.0,0.0,0.0,82.0,0.0,2.0,1014.0,14.0,3.0,1015.0,0.0,6.0,18.0,0.0,8.0,238.0,100.0,3.0
3632,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,66.0,0.0,4.0,24.0,1018.48,1.0,18.0,0.0,84.0,0.0,1.0,1016.0,7.0,20.0,1021.0,0.0,2.0,28.0,0.0,5.0,54.0,93.0,3.0
3634,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,28.0,0.0,7.0,12.0,1022.89,0.0,0.0,0.0,61.0,2.0,1.0,1022.0,20.0,8.0,1024.0,0.0,3.0,20.0,0.0,12.0,236.0,93.0,3.0
3635,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,73.0,0.0,16.0,3.0,1003.18,1.0,0.0,0.0,83.0,12.0,12.0,1001.0,21.0,5.0,1005.0,0.0,13.0,22.0,0.0,17.0,293.0,94.0,13.0
3636,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,51.0,0.0,7.0,17.0,1020.14,1.0,0.0,0.0,67.0,0.0,-1.0,1018.0,15.0,4.0,1022.0,0.0,3.0,22.0,0.0,9.0,234.0,82.0,3.0
3637,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,43.0,0.0,7.0,11.0,1019.38,1.0,9.0,0.0,65.0,4.0,3.0,1018.0,19.0,15.0,1020.0,0.0,5.0,18.0,0.0,12.0,67.0,81.0,6.0
3638,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,43.0,0.0,-1.0,22.0,1015.43,1.0,0.0,0.0,61.0,0.0,-4.0,1013.0,10.0,10.0,1017.0,0.0,-2.0,18.0,0.0,6.0,57.0,81.0,2.0
3639,6,0.8540526287793677,-1.0081458091832247,1.0,0.0,53.0,0.0,16.0,2.0,1013.2,1.0,0.0,0.0,73.0,12.0,3.0,1010.0,24.0,12.0,1016.0,0.0,12.0,37.0,0.0,17.0,215.0,100.0,10.0
3640,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,34.0,0.0,3.0,16.0,1023.85,0.0,7.0,0.0,50.0,0.0,-3.0,1019.0,18.0,14.0,1027.0,0.0,0.0,26.0,0.0,10.0,237.0,75.0,2.0
3641,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,66.0,0.0,6.0,19.0,1006.43,1.0,0.0,0.0,71.0,0.0,0.0,1003.0,11.0,13.0,1010.0,0.0,2.0,28.0,0.0,8.0,52.0,81.0,5.0
3642,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,41.0,0.0,4.0,16.0,996.45,1.0,18.0,0.0,57.0,0.0,-1.0,994.0,13.0,29.0,1000.0,0.0,1.0,41.0,0.0,10.0,236.0,76.0,7.0
3643,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,26.0,0.0,3.0,13.0,1017.67,0.0,0.0,0.0,41.0,2.0,-4.0,1016.0,21.0,7.0,1019.0,0.0,0.0,18.0,0.0,12.0,10.0,70.0,2.0
3644,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,25.0,0.0,3.0,13.0,1018.74,0.0,0.0,0.0,46.0,2.0,-2.0,1016.0,22.0,6.0,1021.0,0.0,1.0,20.0,0.0,12.0,214.0,81.0,1.0
3645,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,51.0,0.0,8.0,16.0,1006.98,1.0,0.0,1.0,77.0,0.0,2.0,1003.0,12.0,7.0,1012.0,0.0,6.0,18.0,0.0,10.0,18.0,82.0,8.0
3646,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,55.0,0.0,11.0,14.0,1016.56,0.0,0.0,0.0,69.0,0.0,0.0,1010.0,19.0,8.0,1022.0,0.0,5.0,28.0,0.0,10.0,191.0,87.0,2.0
3647,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,75.0,0.0,12.0,21.0,1014.67,1.0,0.0,0.0,87.0,0.0,-2.0,1007.0,13.0,2.0,1022.0,0.0,5.0,18.0,0.0,7.0,233.0,94.0,1.0
3648,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,30.0,0.0,4.0,18.0,1022.25,0.0,0.0,0.0,58.0,0.0,-4.0,1020.0,16.0,7.0,1024.0,0.0,1.0,15.0,0.0,8.0,61.0,70.0,1.0
3649,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,46.0,0.0,9.0,12.0,1007.47,1.0,0.0,0.0,67.0,2.0,-2.0,1003.0,18.0,10.0,1014.0,0.0,7.0,28.0,0.8,12.0,156.0,76.0,3.0
3650,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,54.0,0.0,3.0,19.0,1016.56,1.0,6.0,0.0,70.0,0.0,1.0,1015.0,10.0,12.0,1018.0,0.0,2.0,20.0,0.0,8.0,52.0,81.0,6.0
3651,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,18.0,0.0,-2.0,26.0,1029.54,0.0,0.0,0.0,54.0,0.0,-7.0,1026.0,12.0,5.0,1031.0,0.0,-5.0,15.0,0.0,4.0,245.0,86.0,-5.0
3652,4,0.8540526287793677,-1.0081458091832247,0.0,0.0,43.0,0.0,6.0,20.0,1014.0,0.0,2.0,0.0,67.0,0.0,2.0,1014.0,11.0,6.0,1014.0,0.0,4.0,18.0,0.0,8.0,-1.0,88.0,4.0
3654,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,82.0,0.0,10.0,16.0,1014.72,1.0,0.0,0.0,90.0,0.0,6.0,1013.0,12.0,4.0,1016.0,0.0,8.0,15.0,0.0,10.0,38.0,94.0,7.0
3655,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,66.0,0.0,7.0,18.0,1011.29,1.0,0.0,0.0,88.0,0.0,2.0,1009.0,11.0,8.0,1017.0,0.0,5.0,22.0,0.0,8.0,237.0,100.0,6.0
3659,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,37.0,0.0,7.0,12.0,1017.21,1.0,0.0,0.0,60.0,3.0,1.0,1014.0,18.0,5.0,1022.0,0.0,4.0,18.0,0.0,12.0,232.0,93.0,6.0
3660,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,67.0,0.0,14.0,9.0,1010.17,1.0,0.0,0.0,82.0,6.0,5.0,1008.0,17.0,5.0,1014.0,0.0,11.0,18.0,0.0,14.0,223.0,94.0,10.0
3661,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,47.0,0.0,13.0,0.0,1012.38,0.0,0.0,0.0,67.0,15.0,9.0,1010.0,25.0,10.0,1014.0,0.0,11.0,18.0,0.0,18.0,97.0,88.0,12.0
3662,6,0.8540526287793677,-1.0081458091832247,0.0,0.0,36.0,1.0,15.0,0.0,1012.76,0.0,0.0,0.0,70.0,16.0,8.0,1011.0,25.0,10.0,1014.0,0.0,11.0,18.0,0.0,19.0,238.0,94.0,13.0
3663,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,41.0,0.0,1.0,21.0,1021.91,0.0,0.0,0.0,59.0,0.0,-4.0,1021.0,12.0,13.0,1023.0,0.0,-1.0,22.0,0.0,7.0,48.0,75.0,2.0
3664,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,32.0,0.0,2.0,20.0,1018.22,0.0,0.0,0.0,55.0,0.0,-6.0,1016.0,18.0,4.0,1021.0,0.0,-1.0,18.0,0.0,8.0,81.0,81.0,-3.0
3665,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,21.0,0.0,3.0,16.0,1020.44,1.0,0.0,0.0,50.0,0.0,-7.0,1018.0,22.0,4.0,1023.0,0.0,-1.0,18.0,0.0,10.0,236.0,80.0,-3.0
3666,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,32.0,0.0,4.0,10.0,1012.73,0.0,0.0,0.0,52.0,4.0,1.0,1009.0,20.0,15.0,1016.0,0.0,3.0,30.0,0.0,12.0,234.0,76.0,5.0
3667,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,24.0,0.0,1.0,21.0,1018.56,0.0,0.0,0.0,52.0,0.0,-6.0,1015.0,18.0,4.0,1021.0,0.0,-3.0,18.0,0.0,7.0,120.0,86.0,-4.0
3668,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,32.0,0.0,6.0,16.0,1021.03,0.0,0.0,1.0,60.0,0.0,-3.0,1020.0,19.0,4.0,1022.0,0.0,3.0,18.0,0.0,10.0,89.0,81.0,0.0
3670,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,82.0,0.0,10.0,16.0,1002.32,1.0,0.0,0.0,89.0,0.0,4.0,1001.0,13.0,9.0,1006.0,0.0,7.0,18.0,0.0,10.0,360.0,94.0,6.0
3671,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,25.0,0.0,4.0,20.0,1021.57,0.0,0.0,1.0,66.0,0.0,-4.0,1019.0,18.0,2.0,1024.0,0.0,0.0,18.0,0.0,8.0,324.0,100.0,-3.0
3672,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,21.0,0.0,3.0,16.0,1020.44,1.0,0.0,0.0,50.0,0.0,-7.0,1018.0,22.0,4.0,1023.0,0.0,-1.0,18.0,0.0,10.0,236.0,80.0,-3.0
3673,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,32.0,0.0,10.0,6.0,1018.79,0.0,0.0,0.0,52.0,9.0,-1.0,1017.0,25.0,7.0,1020.0,0.0,5.0,18.0,0.0,15.0,218.0,67.0,5.0
3674,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,34.0,0.0,3.0,18.0,1009.27,0.0,0.0,0.0,54.0,0.0,-4.0,1006.0,18.0,14.0,1014.0,0.0,1.0,52.0,0.0,8.0,224.0,80.0,-1.0
3675,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,22.0,0.0,0.0,16.0,1021.99,0.0,0.0,0.0,46.0,0.0,-7.0,1017.0,15.0,12.0,1025.0,0.0,-3.0,22.0,0.0,10.0,25.0,70.0,3.0
3676,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,23.0,0.0,7.0,10.0,1019.77,0.0,0.0,0.0,51.0,6.0,-2.0,1018.0,26.0,6.0,1022.0,0.0,3.0,15.0,0.0,14.0,222.0,81.0,1.0
3677,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,31.0,0.0,5.0,16.0,1014.72,1.0,0.0,0.0,59.0,0.0,-4.0,1012.0,14.0,5.0,1017.0,0.0,1.0,18.0,0.0,10.0,137.0,87.0,6.0
3678,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,39.0,0.0,9.0,7.0,1018.15,1.0,0.0,0.0,62.0,8.0,4.0,1015.0,20.0,10.0,1020.0,0.0,7.0,18.0,0.0,14.0,78.0,76.0,8.0
3679,5,0.8540526287793677,-1.0081458091832247,0.0,0.0,15.0,0.0,4.0,14.0,1019.15,0.0,0.0,0.0,51.0,1.0,-3.0,1016.0,23.0,4.0,1023.0,0.0,1.0,15.0,0.0,11.0,305.0,93.0,-1.0
3680,5,0.8539748328604208,-1.0102401989592917,0.0,0.0,52.0,0.0,12.0,10.0,1024.75,0.0,4.0,0.0,64.0,5.0,4.0,1024.0,17.0,4.0,1026.0,0.0,8.0,9.0,0.0,13.0,-1.0,84.0,9.0
206,5,0.8107290415774477,-1.4658170347512895,0.0,0.0,37.0,0.0,6.0,16.0,1023.0,0.0,0.0,0.0,66.5,0.0,-2.0,1021.0,17.0,10.0,1024.0,0.0,2.0,24.0,0.0,9.0,255.0,86.0,3.0
208,5,0.8107290415774477,-1.4658170347512895,0.0,0.0,32.0,0.0,6.0,15.0,1021.0,0.0,0.0,0.0,69.0,0.0,-2.0,1016.0,18.0,8.0,1023.0,0.0,2.0,24.0,0.0,10.0,127.0,93.0,3.0
213,6,0.8107290415774477,-1.4658170347512895,0.0,0.0,74.0,0.0,8.0,16.0,1008.0,1.0,8.0,0.0,78.0,0.0,6.0,1004.0,12.0,11.0,1013.0,0.0,7.0,21.0,1.78,9.0,327.0,93.0,8.0
292,6,0.8107290415774477,-1.4658170347512895,0.0,0.0,57.0,0.0,16.0,1.0,1008.0,1.0,6.0,0.0,84.5,14.0,13.0,1007.0,24.0,8.0,1009.0,0.0,14.0,21.0,1.02,18.0,117.0,100.0,13.0
295,6,0.8107290415774477,-1.4658170347512895,0.0,0.0,64.0,0.0,17.0,2.0,1011.0,0.0,0.0,0.0,78.0,13.0,10.0,1010.0,24.0,8.0,1013.0,0.0,14.0,19.0,0.0,17.0,113.0,96.0,11.0
309,6,0.8107290415774477,-1.4658170347512895,0.0,0.0,64.0,6.0,21.0,0.0,1022.0,0.0,0.0,1.0,53.0,20.0,16.0,1019.0,26.0,5.0,1023.0,0.0,18.0,23.0,0.25,21.0,119.0,100.0,17.0
401,7,0.7787077345981426,-1.3206324673423817,0.0,0.0,88.0,0.0,19.0,0.0,1008.0,1.0,0.0,0.0,73.5,15.0,15.0,1007.0,20.0,11.0,1009.0,0.0,18.0,16.0,0.0,18.0,77.0,94.0,17.0
